val_file,closest_train_file,residual
cast_def_0_372.jpeg,cast_def_0_4422.jpeg,10.191
cast_def_0_2437.jpeg,cast_def_0_5482.jpeg,10.199
cast_def_0_8356.jpeg,cast_def_0_8240.jpeg,10.230
cast_def_0_2847.jpeg,cast_def_0_2965.jpeg,10.268
cast_def_0_5371.jpeg,cast_def_0_9921.jpeg,10.287
cast_def_0_1477.jpeg,cast_def_0_3336.jpeg,10.315
cast_def_0_9389.jpeg,cast_def_0_2003.jpeg,10.334
cast_def_0_69.jpeg,cast_def_0_2701.jpeg,10.382
cast_ok_0_198.jpeg,cast_ok_0_5629.jpeg,10.391
cast_def_0_4141.jpeg,cast_def_0_5900.jpeg,10.399
cast_def_0_1850.jpeg,cast_def_0_9647.jpeg,10.416
cast_def_0_5604.jpeg,cast_def_0_9095.jpeg,10.456
cast_def_0_2514.jpeg,cast_def_0_9042.jpeg,10.486
cast_def_0_6420.jpeg,cast_def_0_7909.jpeg,10.513
cast_def_0_5117.jpeg,cast_def_0_8853.jpeg,10.528
cast_def_0_1518.jpeg,cast_def_0_999.jpeg,10.548
cast_def_0_5310.jpeg,cast_def_0_2716.jpeg,10.556
cast_def_0_8418.jpeg,cast_def_0_4921.jpeg,10.570
cast_ok_0_6229.jpeg,cast_ok_0_8093.jpeg,10.656
cast_def_0_3966.jpeg,cast_def_0_2283.jpeg,10.668
cast_ok_0_4006.jpeg,cast_ok_0_8138.jpeg,10.684
cast_def_0_2611.jpeg,cast_def_0_4623.jpeg,10.699
cast_def_0_6648.jpeg,cast_def_0_9095.jpeg,10.728
cast_def_0_535.jpeg,cast_def_0_3122.jpeg,10.738
cast_def_0_7610.jpeg,cast_def_0_3122.jpeg,10.746
cast_def_0_9482.jpeg,cast_def_0_9042.jpeg,10.747
cast_def_0_4288.jpeg,cast_def_0_4435.jpeg,10.750
cast_def_0_543.jpeg,cast_def_0_5762.jpeg,10.761
cast_def_0_884.jpeg,cast_def_0_2305.jpeg,10.785
cast_def_0_8679.jpeg,cast_def_0_7967.jpeg,10.814
cast_def_0_640.jpeg,cast_def_0_7710.jpeg,10.877
cast_def_0_2723.jpeg,cast_def_0_6506.jpeg,10.880
cast_def_0_337.jpeg,cast_def_0_3836.jpeg,10.906
cast_def_0_8403.jpeg,cast_def_0_7222.jpeg,10.948
cast_def_0_682.jpeg,cast_def_0_2965.jpeg,10.960
cast_def_0_6269.jpeg,cast_def_0_5166.jpeg,11.009
cast_def_0_6017.jpeg,cast_def_0_9071.jpeg,11.028
cast_def_0_3857.jpeg,cast_def_0_2391.jpeg,11.050
cast_def_0_729.jpeg,cast_def_0_3654.jpeg,11.051
cast_ok_0_7198.jpeg,cast_ok_0_2306.jpeg,11.054
cast_def_0_1392.jpeg,cast_def_0_3437.jpeg,11.108
cast_def_0_5207.jpeg,cast_def_0_3437.jpeg,11.113
cast_def_0_452.jpeg,cast_def_0_9042.jpeg,11.118
cast_ok_0_3790.jpeg,cast_ok_0_1902.jpeg,11.170
cast_def_0_566.jpeg,cast_def_0_2628.jpeg,11.182
cast_def_0_659.jpeg,cast_def_0_7907.jpeg,11.196
cast_def_0_8069.jpeg,cast_def_0_9539.jpeg,11.199
cast_def_0_3197.jpeg,cast_def_0_8820.jpeg,11.205
cast_ok_0_3899.jpeg,cast_ok_0_3732.jpeg,11.238
cast_ok_0_4891.jpeg,cast_ok_0_22.jpeg,11.265
cast_def_0_7863.jpeg,cast_def_0_7809.jpeg,11.298
cast_def_0_6135.jpeg,cast_def_0_2339.jpeg,11.347
cast_def_0_9560.jpeg,cast_def_0_2716.jpeg,11.362
cast_def_0_1625.jpeg,cast_def_0_3122.jpeg,11.416
cast_def_0_3388.jpeg,cast_def_0_8453.jpeg,11.439
cast_def_0_1921.jpeg,cast_def_0_6751.jpeg,11.442
cast_def_0_1180.jpeg,cast_def_0_9095.jpeg,11.459
cast_def_0_6605.jpeg,cast_def_0_6156.jpeg,11.482
cast_def_0_9871.jpeg,cast_def_0_3274.jpeg,11.518
cast_def_0_4527.jpeg,cast_def_0_2471.jpeg,11.542
cast_ok_0_420.jpeg,cast_ok_0_9123.jpeg,11.577
cast_def_0_3563.jpeg,cast_def_0_2339.jpeg,11.587
cast_def_0_909.jpeg,cast_def_0_9983.jpeg,11.604
cast_def_0_9673.jpeg,cast_def_0_5508.jpeg,11.622
cast_ok_0_5915.jpeg,cast_ok_0_9123.jpeg,11.676
cast_def_0_7209.jpeg,cast_def_0_4552.jpeg,11.684
cast_def_0_7416.jpeg,cast_def_0_2693.jpeg,11.686
cast_def_0_1647.jpeg,cast_def_0_2693.jpeg,11.688
cast_def_0_2617.jpeg,cast_def_0_9255.jpeg,11.708
cast_def_0_8265.jpeg,cast_def_0_7006.jpeg,11.737
cast_def_0_2457.jpeg,cast_def_0_2989.jpeg,11.766
cast_def_0_9098.jpeg,cast_def_0_5308.jpeg,11.784
cast_def_0_866.jpeg,cast_def_0_91.jpeg,11.789
cast_def_0_5199.jpeg,cast_def_0_3692.jpeg,11.800
cast_def_0_8359.jpeg,cast_def_0_4323.jpeg,11.873
cast_def_0_2122.jpeg,cast_def_0_3986.jpeg,11.875
cast_def_0_4297.jpeg,cast_def_0_549.jpeg,11.881
cast_def_0_2598.jpeg,cast_def_0_5303.jpeg,11.908
cast_def_0_9956.jpeg,cast_def_0_936.jpeg,11.939
cast_def_0_1210.jpeg,cast_def_0_4511.jpeg,11.949
cast_def_0_1238.jpeg,cast_def_0_7635.jpeg,12.029
cast_def_0_4476.jpeg,cast_def_0_958.jpeg,12.062
cast_def_0_4900.jpeg,cast_def_0_9095.jpeg,12.111
cast_def_0_7397.jpeg,cast_def_0_9270.jpeg,12.211
cast_def_0_1038.jpeg,cast_def_0_8931.jpeg,12.222
cast_def_0_9889.jpeg,cast_def_0_2469.jpeg,12.297
cast_def_0_2053.jpeg,cast_def_0_7318.jpeg,12.350
cast_def_0_997.jpeg,cast_def_0_7045.jpeg,12.358
cast_def_0_2960.jpeg,cast_def_0_9947.jpeg,12.369
cast_def_0_3122.jpeg,cast_def_0_4511.jpeg,12.416
cast_def_0_7774.jpeg,cast_def_0_7155.jpeg,12.458
cast_def_0_4668.jpeg,cast_def_0_3248.jpeg,12.520
cast_def_0_8323.jpeg,cast_def_0_9947.jpeg,12.578
cast_ok_0_9835.jpeg,cast_ok_0_1458.jpeg,12.581
cast_def_0_1151.jpeg,cast_def_0_5257.jpeg,12.610
cast_def_0_2867.jpeg,cast_def_0_1239.jpeg,12.611
cast_def_0_118.jpeg,cast_def_0_1951.jpeg,12.615
cast_def_0_7332.jpeg,cast_def_0_9211.jpeg,12.639
cast_def_0_2024.jpeg,cast_def_0_936.jpeg,12.687
cast_def_0_7003.jpeg,cast_def_0_1348.jpeg,12.708
cast_def_0_6213.jpeg,cast_def_0_1951.jpeg,12.714
cast_def_0_4944.jpeg,cast_def_0_1784.jpeg,12.717
cast_def_0_9091.jpeg,cast_def_0_5417.jpeg,12.763
cast_def_0_4704.jpeg,cast_def_0_1784.jpeg,12.766
cast_def_0_2797.jpeg,cast_def_0_7335.jpeg,12.787
cast_def_0_9817.jpeg,cast_def_0_1014.jpeg,12.832
cast_def_0_7163.jpeg,cast_def_0_5245.jpeg,12.848
cast_def_0_8610.jpeg,cast_def_0_6880.jpeg,12.856
cast_def_0_2646.jpeg,cast_def_0_8859.jpeg,12.859
cast_def_0_985.jpeg,cast_def_0_61.jpeg,12.859
cast_def_0_826.jpeg,cast_def_0_8529.jpeg,12.859
cast_def_0_7501.jpeg,cast_def_0_936.jpeg,12.884
cast_ok_0_3007.jpeg,cast_ok_0_6116.jpeg,12.909
cast_def_0_7273.jpeg,cast_def_0_3542.jpeg,12.923
cast_def_0_6660.jpeg,cast_def_0_2693.jpeg,12.937
cast_def_0_5459.jpeg,cast_def_0_9584.jpeg,12.969
cast_def_0_3180.jpeg,cast_def_0_4388.jpeg,12.994
cast_def_0_4183.jpeg,cast_def_0_1260.jpeg,13.005
cast_def_0_1966.jpeg,cast_def_0_9928.jpeg,13.011
cast_def_0_5962.jpeg,cast_def_0_1661.jpeg,13.020
cast_def_0_3778.jpeg,cast_def_0_3248.jpeg,13.039
cast_def_0_2933.jpeg,cast_def_0_1951.jpeg,13.056
cast_def_0_7206.jpeg,cast_def_0_1951.jpeg,13.080
cast_def_0_451.jpeg,cast_def_0_6418.jpeg,13.092
cast_def_0_4765.jpeg,cast_def_0_631.jpeg,13.094
cast_def_0_5708.jpeg,cast_def_0_4117.jpeg,13.104
cast_ok_0_8173.jpeg,cast_ok_0_7857.jpeg,13.142
cast_def_0_9313.jpeg,cast_def_0_1810.jpeg,13.147
cast_def_0_7126.jpeg,cast_def_0_4511.jpeg,13.151
cast_def_0_1794.jpeg,cast_def_0_3910.jpeg,13.165
cast_def_0_2986.jpeg,cast_def_0_999.jpeg,13.171
cast_def_0_9088.jpeg,cast_def_0_5627.jpeg,13.188
cast_def_0_5185.jpeg,cast_def_0_7699.jpeg,13.213
cast_def_0_9238.jpeg,cast_def_0_9584.jpeg,13.227
cast_def_0_8416.jpeg,cast_def_0_6778.jpeg,13.321
cast_def_0_5363.jpeg,cast_def_0_2527.jpeg,13.374
cast_def_0_982.jpeg,cast_def_0_1269.jpeg,13.416
cast_ok_0_1935.jpeg,cast_ok_0_7781.jpeg,13.431
cast_def_0_6055.jpeg,cast_ok_0_6752.jpeg,13.431
cast_def_0_4434.jpeg,cast_def_0_3542.jpeg,13.448
cast_def_0_3341.jpeg,cast_ok_0_1595.jpeg,13.475
cast_def_0_8856.jpeg,cast_ok_0_4825.jpeg,13.488
cast_def_0_8715.jpeg,cast_def_0_9947.jpeg,13.553
cast_def_0_669.jpeg,cast_ok_0_6381.jpeg,13.556
cast_def_0_2762.jpeg,cast_def_0_7638.jpeg,13.580
cast_def_0_9982.jpeg,cast_def_0_5021.jpeg,13.630
cast_def_0_3558.jpeg,cast_def_0_9368.jpeg,13.688
cast_def_0_6422.jpeg,cast_ok_0_6381.jpeg,13.720
cast_def_0_515.jpeg,cast_def_0_4388.jpeg,13.745
cast_def_0_5753.jpeg,cast_def_0_999.jpeg,13.803
cast_def_0_1574.jpeg,cast_def_0_1555.jpeg,13.816
cast_def_0_4217.jpeg,cast_ok_0_6381.jpeg,13.848
cast_def_0_5557.jpeg,cast_def_0_1784.jpeg,13.898
cast_def_0_6584.jpeg,cast_def_0_5403.jpeg,13.910
cast_def_0_2856.jpeg,cast_def_0_9142.jpeg,13.960
cast_def_0_6960.jpeg,cast_ok_0_6381.jpeg,13.960
cast_ok_0_1176.jpeg,cast_ok_0_7380.jpeg,13.983
cast_def_0_4884.jpeg,cast_def_0_732.jpeg,14.058
cast_def_0_9555.jpeg,cast_def_0_122.jpeg,14.369
cast_def_0_2652.jpeg,cast_ok_0_6381.jpeg,14.374
cast_def_0_4436.jpeg,cast_ok_0_6752.jpeg,14.405
cast_def_0_9248.jpeg,cast_def_0_7699.jpeg,14.427
cast_def_0_1021.jpeg,cast_def_0_5221.jpeg,14.430
cast_def_0_5546.jpeg,cast_def_0_5403.jpeg,14.446
cast_def_0_3644.jpeg,cast_def_0_6089.jpeg,14.489
cast_def_0_6326.jpeg,cast_def_0_9142.jpeg,14.494
cast_def_0_1852.jpeg,cast_def_0_5482.jpeg,14.567
cast_def_0_4110.jpeg,cast_def_0_5374.jpeg,14.613
cast_def_0_9270.jpeg,cast_def_0_7169.jpeg,14.620
cast_def_0_9325.jpeg,cast_def_0_5257.jpeg,14.622
cast_def_0_323.jpeg,cast_def_0_5374.jpeg,14.671
cast_ok_0_2129.jpeg,cast_ok_0_1458.jpeg,14.699
cast_ok_0_5515.jpeg,cast_ok_0_5244.jpeg,14.718
cast_def_0_9747.jpeg,cast_def_0_7169.jpeg,14.725
cast_def_0_6890.jpeg,cast_def_0_4266.jpeg,14.761
cast_def_0_6374.jpeg,cast_def_0_7357.jpeg,14.868
cast_def_0_6906.jpeg,cast_def_0_4854.jpeg,14.876
cast_def_0_2076.jpeg,cast_def_0_5374.jpeg,14.931
cast_ok_0_1795.jpeg,cast_ok_0_5244.jpeg,14.990
cast_def_0_7407.jpeg,cast_def_0_2926.jpeg,15.075
cast_def_0_9702.jpeg,cast_def_0_2167.jpeg,15.147
cast_def_0_5976.jpeg,cast_ok_0_3362.jpeg,15.157
cast_def_0_2337.jpeg,cast_def_0_3274.jpeg,15.199
cast_def_0_8651.jpeg,cast_def_0_2991.jpeg,15.207
cast_def_0_182.jpeg,cast_def_0_6089.jpeg,15.223
cast_def_0_2626.jpeg,cast_def_0_95.jpeg,15.232
cast_def_0_1928.jpeg,cast_def_0_6089.jpeg,15.246
cast_def_0_1376.jpeg,cast_def_0_2926.jpeg,15.247
cast_def_0_3965.jpeg,cast_def_0_7040.jpeg,15.290
cast_def_0_9422.jpeg,cast_def_0_5257.jpeg,15.304
cast_def_0_7224.jpeg,cast_def_0_7907.jpeg,15.342
cast_ok_0_6429.jpeg,cast_ok_0_1458.jpeg,15.344
cast_def_0_4044.jpeg,cast_def_0_5245.jpeg,15.373
cast_def_0_9917.jpeg,cast_def_0_936.jpeg,15.396
cast_def_0_9921.jpeg,cast_def_0_5245.jpeg,15.406
cast_def_0_3414.jpeg,cast_def_0_8611.jpeg,15.454
cast_def_0_9008.jpeg,cast_def_0_4307.jpeg,15.496
cast_def_0_8787.jpeg,cast_def_0_7357.jpeg,15.569
cast_def_0_1918.jpeg,cast_def_0_4854.jpeg,15.582
cast_def_0_808.jpeg,cast_def_0_7907.jpeg,15.593
cast_def_0_6947.jpeg,cast_def_0_2391.jpeg,15.690
cast_def_0_7814.jpeg,cast_def_0_6932.jpeg,15.700
cast_def_0_5896.jpeg,cast_def_0_6697.jpeg,15.731
cast_def_0_4386.jpeg,cast_def_0_4104.jpeg,15.762
cast_def_0_7911.jpeg,cast_def_0_4854.jpeg,15.769
cast_def_0_6779.jpeg,cast_def_0_4912.jpeg,15.784
cast_def_0_6776.jpeg,cast_def_0_2391.jpeg,15.824
cast_def_0_3461.jpeg,cast_def_0_5303.jpeg,15.884
cast_def_0_1666.jpeg,cast_def_0_1454.jpeg,15.908
cast_def_0_3208.jpeg,cast_def_0_936.jpeg,15.959
cast_def_0_8823.jpeg,cast_def_0_2735.jpeg,15.976
cast_def_0_819.jpeg,cast_def_0_174.jpeg,16.043
cast_def_0_9195.jpeg,cast_def_0_7638.jpeg,16.180
cast_def_0_8243.jpeg,cast_def_0_4448.jpeg,16.239
cast_def_0_6626.jpeg,cast_def_0_1098.jpeg,16.335
cast_def_0_9254.jpeg,cast_def_0_456.jpeg,16.360
cast_def_0_9191.jpeg,cast_def_0_3122.jpeg,16.378
cast_def_0_7495.jpeg,cast_def_0_6373.jpeg,16.428
cast_def_0_4225.jpeg,cast_def_0_98.jpeg,16.455
cast_def_0_3299.jpeg,cast_def_0_456.jpeg,16.478
cast_def_0_6577.jpeg,cast_def_0_7993.jpeg,16.484
cast_def_0_8167.jpeg,cast_def_0_7318.jpeg,16.538
cast_def_0_9553.jpeg,cast_def_0_6703.jpeg,16.541
cast_def_0_8376.jpeg,cast_def_0_999.jpeg,16.554
cast_def_0_9378.jpeg,cast_def_0_174.jpeg,16.627
cast_def_0_2066.jpeg,cast_def_0_5394.jpeg,16.706
cast_def_0_3031.jpeg,cast_def_0_3122.jpeg,16.708
cast_def_0_8990.jpeg,cast_def_0_4457.jpeg,16.762
cast_def_0_459.jpeg,cast_def_0_3122.jpeg,16.827
cast_def_0_4625.jpeg,cast_def_0_2817.jpeg,16.827
cast_def_0_8129.jpeg,cast_def_0_7761.jpeg,16.838
cast_ok_0_5620.jpeg,cast_ok_0_1066.jpeg,16.857
cast_def_0_591.jpeg,cast_def_0_8640.jpeg,16.936
cast_def_0_3709.jpeg,cast_def_0_3122.jpeg,16.956
cast_def_0_6285.jpeg,cast_def_0_1909.jpeg,16.967
cast_def_0_7713.jpeg,cast_def_0_1569.jpeg,17.036
cast_def_0_9960.jpeg,cast_def_0_5483.jpeg,17.052
cast_def_0_1092.jpeg,cast_def_0_3122.jpeg,17.078
cast_def_0_7679.jpeg,cast_def_0_3122.jpeg,17.092
cast_def_0_7011.jpeg,cast_def_0_1569.jpeg,17.130
cast_def_0_8734.jpeg,cast_def_0_2308.jpeg,17.143
cast_def_0_4954.jpeg,cast_def_0_8611.jpeg,17.146
cast_def_0_6676.jpeg,cast_def_0_5394.jpeg,17.165
cast_def_0_4080.jpeg,cast_def_0_3122.jpeg,17.246
cast_def_0_485.jpeg,cast_def_0_2391.jpeg,17.256
cast_def_0_1629.jpeg,cast_def_0_3274.jpeg,17.257
cast_def_0_5362.jpeg,cast_def_0_3036.jpeg,17.258
cast_def_0_3658.jpeg,cast_ok_0_7931.jpeg,17.271
cast_def_0_9703.jpeg,cast_def_0_4707.jpeg,17.272
cast_def_0_9027.jpeg,cast_def_0_4457.jpeg,17.277
cast_def_0_3351.jpeg,cast_def_0_3036.jpeg,17.278
cast_def_0_8409.jpeg,cast_def_0_1935.jpeg,17.302
cast_def_0_8837.jpeg,cast_def_0_3122.jpeg,17.346
cast_def_0_3145.jpeg,cast_def_0_9169.jpeg,17.407
cast_def_0_4327.jpeg,cast_def_0_4457.jpeg,17.426
cast_def_0_6978.jpeg,cast_def_0_7765.jpeg,17.431
cast_def_0_8072.jpeg,cast_def_0_6761.jpeg,17.436
cast_def_0_5858.jpeg,cast_def_0_4457.jpeg,17.453
cast_def_0_2625.jpeg,cast_def_0_1352.jpeg,17.481
cast_def_0_9064.jpeg,cast_def_0_3122.jpeg,17.486
cast_def_0_2393.jpeg,cast_def_0_9169.jpeg,17.494
cast_def_0_7653.jpeg,cast_def_0_7021.jpeg,17.545
cast_def_0_8417.jpeg,cast_def_0_1352.jpeg,17.557
cast_def_0_5426.jpeg,cast_def_0_7021.jpeg,17.572
cast_ok_0_8124.jpeg,cast_ok_0_1723.jpeg,17.658
cast_def_0_7002.jpeg,cast_def_0_4457.jpeg,17.789
cast_def_0_6687.jpeg,cast_def_0_3272.jpeg,17.993
cast_def_0_3969.jpeg,cast_def_0_4707.jpeg,18.052
cast_def_0_6264.jpeg,cast_def_0_2526.jpeg,18.052
cast_def_0_3757.jpeg,cast_def_0_7699.jpeg,18.057
cast_def_0_3957.jpeg,cast_def_0_3272.jpeg,18.099
cast_def_0_6227.jpeg,cast_def_0_2154.jpeg,18.127
cast_def_0_8904.jpeg,cast_def_0_4448.jpeg,18.191
cast_def_0_2091.jpeg,cast_def_0_3274.jpeg,18.433
cast_def_0_7212.jpeg,cast_def_0_4707.jpeg,18.439
cast_def_0_4103.jpeg,cast_def_0_2154.jpeg,18.644
cast_def_0_1191.jpeg,cast_def_0_8354.jpeg,18.741
cast_def_0_9500.jpeg,cast_def_0_2154.jpeg,18.834
cast_def_0_2044.jpeg,cast_def_0_2154.jpeg,19.152
cast_def_0_9677.jpeg,cast_def_0_7699.jpeg,19.185
cast_def_0_9466.jpeg,cast_def_0_3122.jpeg,19.211
cast_def_0_9.jpeg,cast_def_0_7884.jpeg,19.263
cast_def_0_7875.jpeg,cast_def_0_3718.jpeg,19.306
cast_def_0_6255.jpeg,cast_def_0_1424.jpeg,19.397
cast_def_0_5872.jpeg,cast_def_0_3676.jpeg,19.510
cast_def_0_1599.jpeg,cast_def_0_2154.jpeg,19.527
cast_def_0_4337.jpeg,cast_def_0_6121.jpeg,19.555
cast_def_0_4654.jpeg,cast_def_0_1424.jpeg,19.594
cast_def_0_3745.jpeg,cast_def_0_6692.jpeg,19.709
cast_def_0_7929.jpeg,cast_def_0_2154.jpeg,19.823
cast_def_0_590.jpeg,cast_def_0_6692.jpeg,19.837
cast_def_0_3802.jpeg,cast_def_0_5483.jpeg,20.020
cast_def_0_4430.jpeg,cast_def_0_2154.jpeg,20.027
cast_def_0_4458.jpeg,cast_def_0_2154.jpeg,20.104
cast_def_0_1136.jpeg,cast_def_0_4707.jpeg,20.133
cast_def_0_8413.jpeg,cast_def_0_303.jpeg,20.134
cast_def_0_650.jpeg,cast_ok_0_300.jpeg,20.452
cast_def_0_4195.jpeg,cast_def_0_5662.jpeg,20.565
cast_def_0_6456.jpeg,cast_ok_0_70.jpeg,20.569
cast_def_0_8483.jpeg,cast_ok_0_6621.jpeg,20.607
cast_def_0_5688.jpeg,cast_ok_0_4313.jpeg,20.640
cast_def_0_9538.jpeg,cast_def_0_5662.jpeg,20.765
cast_def_0_1950.jpeg,cast_ok_0_6621.jpeg,20.869
cast_def_0_2952.jpeg,cast_def_0_2154.jpeg,20.913
cast_def_0_8238.jpeg,cast_def_0_9661.jpeg,20.914
cast_def_0_8876.jpeg,cast_def_0_8736.jpeg,21.340
cast_def_0_907.jpeg,cast_def_0_6692.jpeg,21.356
cast_def_0_6706.jpeg,cast_def_0_303.jpeg,21.372
cast_ok_0_9149.jpeg,cast_ok_0_120.jpeg,26.834
cast_ok_0_9179.jpeg,cast_ok_0_5257.jpeg,26.870
cast_ok_0_1062.jpeg,cast_ok_0_120.jpeg,27.047
cast_ok_0_5891.jpeg,cast_ok_0_120.jpeg,27.107
cast_ok_0_3424.jpeg,cast_ok_0_120.jpeg,27.167
cast_ok_0_3701.jpeg,cast_ok_0_120.jpeg,27.671
cast_ok_0_6024.jpeg,cast_ok_0_5257.jpeg,28.465
cast_ok_0_4437.jpeg,cast_ok_0_4907.jpeg,28.484
cast_ok_0_8652.jpeg,cast_ok_0_8172.jpeg,29.821
cast_ok_0_7501.jpeg,cast_ok_0_9820.jpeg,30.577
