group,residual,angle,file_a,split_a,file_b,split_b,class
1432,3.14,18.0,data_clean\train\ok_front\cast_ok_0_5158.jpeg,train,data_clean\train\ok_front\cast_ok_0_7629.jpeg,train,ok_front
179,3.14,36.0,data_clean\train\def_front\cast_def_0_7873.jpeg,train,data_clean\val\def_front\cast_def_0_1645.jpeg,val,def_front
149,3.14,12.0,data_clean\train\ok_front\cast_ok_0_6101.jpeg,train,data_clean\train\ok_front\cast_ok_0_909.jpeg,train,ok_front
786,3.14,322.0,data_clean\train\def_front\cast_def_0_3333.jpeg,train,data_clean\train\def_front\cast_def_0_5663.jpeg,train,def_front
173,3.14,36.0,data_clean\train\ok_front\cast_ok_0_6906.jpeg,train,data_clean\train\ok_front\cast_ok_0_8885.jpeg,train,ok_front
26,3.14,180.0,data_clean\train\def_front\cast_def_0_3338.jpeg,train,data_clean\train\def_front\cast_def_0_8684.jpeg,train,def_front
1225,3.14,344.0,data_clean\train\def_front\cast_def_0_8772.jpeg,train,data_clean\val\def_front\cast_def_0_61.jpeg,val,def_front
905,3.15,12.0,data_clean\train\ok_front\cast_ok_0_7950.jpeg,train,data_clean\train\ok_front\cast_ok_0_8377.jpeg,train,ok_front
35,3.15,340.0,data_clean\train\def_front\cast_def_0_2501.jpeg,train,data_clean\train\def_front\cast_def_0_6431.jpeg,train,def_front
267,3.15,336.0,data_clean\train\ok_front\cast_ok_0_2431.jpeg,train,data_clean\train\ok_front\cast_ok_0_6379.jpeg,train,ok_front
290,3.15,8.0,data_clean\train\ok_front\cast_ok_0_2550.jpeg,train,data_clean\train\ok_front\cast_ok_0_5375.jpeg,train,ok_front
,3.15,350.0,data_clean\train\ok_front\cast_ok_0_3694.jpeg,train,data_clean\train\ok_front\cast_ok_0_9663.jpeg,train,ok_front
1664,3.15,20.0,data_clean\train\def_front\cast_def_0_4623.jpeg,train,data_clean\train\def_front\cast_def_0_6156.jpeg,train,def_front
221,3.15,30.0,data_clean\train\def_front\cast_def_0_3025.jpeg,train,data_clean\train\def_front\cast_def_0_8887.jpeg,train,def_front
1417,3.15,14.0,data_clean\train\ok_front\cast_ok_0_3758.jpeg,train,data_clean\train\ok_front\cast_ok_0_6108.jpeg,train,ok_front
952,3.15,10.0,data_clean\train\ok_front\cast_ok_0_4687.jpeg,train,data_clean\train\ok_front\cast_ok_0_7732.jpeg,train,ok_front
268,3.15,180.0,data_clean\train\ok_front\cast_ok_0_6014.jpeg,train,data_clean\train\ok_front\cast_ok_0_9001.jpeg,train,ok_front
46,3.15,350.0,data_clean\train\ok_front\cast_ok_0_3522.jpeg,train,data_clean\train\ok_front\cast_ok_0_4854.jpeg,train,ok_front
59,3.15,350.0,data_clean\train\ok_front\cast_ok_0_7435.jpeg,train,data_clean\train\ok_front\cast_ok_0_9998.jpeg,train,ok_front
481,3.15,40.0,data_clean\train\ok_front\cast_ok_0_2250.jpeg,train,data_clean\train\ok_front\cast_ok_0_2997.jpeg,train,ok_front
1257,3.15,34.0,data_clean\train\def_front\cast_def_0_4947.jpeg,train,data_clean\train\def_front\cast_def_0_9487.jpeg,train,def_front
1577,3.15,356.0,data_clean\train\def_front\cast_def_0_2798.jpeg,train,data_clean\val\def_front\cast_def_0_160.jpeg,val,def_front
409,3.15,10.0,data_clean\train\def_front\cast_def_0_2861.jpeg,train,data_clean\train\def_front\cast_def_0_7888.jpeg,train,def_front
265,3.15,344.0,data_clean\train\ok_front\cast_ok_0_9149.jpeg,train,data_clean\train\ok_front\cast_ok_0_9179.jpeg,train,ok_front
102,3.15,32.0,data_clean\train\def_front\cast_def_0_3488.jpeg,train,data_clean\train\def_front\cast_def_0_7485.jpeg,train,def_front
290,3.15,342.0,data_clean\train\ok_front\cast_ok_0_5375.jpeg,train,data_clean\train\ok_front\cast_ok_0_6729.jpeg,train,ok_front
351,3.15,64.0,data_clean\train\ok_front\cast_ok_0_6383.jpeg,train,data_clean\val\ok_front\cast_ok_0_7044.jpeg,val,ok_front
1959,3.15,10.0,data_clean\train\def_front\cast_def_0_5270.jpeg,train,data_clean\train\def_front\cast_def_0_8525.jpeg,train,def_front
883,3.16,324.0,data_clean\train\ok_front\cast_ok_0_1452.jpeg,train,data_clean\train\ok_front\cast_ok_0_9161.jpeg,train,ok_front
747,3.16,130.0,data_clean\train\def_front\cast_def_0_2411.jpeg,train,data_clean\train\def_front\cast_def_0_8851.jpeg,train,def_front
1337,3.16,0.0,data_clean\train\ok_front\cast_ok_0_1835.jpeg,train,data_clean\train\ok_front\cast_ok_0_9323.jpeg,train,ok_front
633,3.16,200.0,data_clean\train\ok_front\cast_ok_0_7092.jpeg,train,data_clean\train\ok_front\cast_ok_0_7331.jpeg,train,ok_front
240,3.16,26.0,data_clean\train\def_front\cast_def_0_7865.jpeg,train,data_clean\train\def_front\cast_def_0_8973.jpeg,train,def_front
308,3.16,320.0,data_clean\train\ok_front\cast_ok_0_1937.jpeg,train,data_clean\train\ok_front\cast_ok_0_8128.jpeg,train,ok_front
638,3.16,302.0,data_clean\train\ok_front\cast_ok_0_8535.jpeg,train,data_clean\val\ok_front\cast_ok_0_7849.jpeg,val,ok_front
1383,3.16,324.0,data_clean\train\ok_front\cast_ok_0_2946.jpeg,train,data_clean\train\ok_front\cast_ok_0_4841.jpeg,train,ok_front
868,3.16,160.0,data_clean\train\ok_front\cast_ok_0_2327.jpeg,train,data_clean\train\ok_front\cast_ok_0_65.jpeg,train,ok_front
,3.16,14.0,data_clean\train\ok_front\cast_ok_0_3479.jpeg,train,data_clean\train\ok_front\cast_ok_0_7597.jpeg,train,ok_front
,3.16,20.0,data_clean\train\def_front\cast_def_0_1008.jpeg,train,data_clean\train\def_front\cast_def_0_9890.jpeg,train,def_front
504,3.16,270.0,data_clean\train\ok_front\cast_ok_0_1454.jpeg,train,data_clean\train\ok_front\cast_ok_0_1976.jpeg,train,ok_front
8,3.16,346.0,data_clean\train\ok_front\cast_ok_0_2390.jpeg,train,data_clean\train\ok_front\cast_ok_0_7591.jpeg,train,ok_front
419,3.16,14.0,data_clean\train\def_front\cast_def_0_2348.jpeg,train,data_clean\train\def_front\cast_def_0_9650.jpeg,train,def_front
241,3.16,352.0,data_clean\train\def_front\cast_def_0_333.jpeg,train,data_clean\train\def_front\cast_def_0_5894.jpeg,train,def_front
156,3.16,56.0,data_clean\train\ok_front\cast_ok_0_2045.jpeg,train,data_clean\train\ok_front\cast_ok_0_8733.jpeg,train,ok_front
449,3.16,0.0,data_clean\train\def_front\cast_def_0_3492.jpeg,train,data_clean\val\def_front\cast_def_0_588.jpeg,val,def_front
1915,3.16,14.0,data_clean\train\def_front\cast_def_0_3382.jpeg,train,data_clean\train\def_front\cast_def_0_983.jpeg,train,def_front
1306,3.16,336.0,data_clean\train\ok_front\cast_ok_0_2564.jpeg,train,data_clean\train\ok_front\cast_ok_0_5877.jpeg,train,ok_front
32,3.16,18.0,data_clean\train\def_front\cast_def_0_9556.jpeg,train,data_clean\val\def_front\cast_def_0_616.jpeg,val,def_front
1105,3.16,64.0,data_clean\train\def_front\cast_def_0_4032.jpeg,train,data_clean\train\def_front\cast_def_0_4792.jpeg,train,def_front
790,3.16,26.0,data_clean\train\def_front\cast_def_0_4044.jpeg,train,data_clean\train\def_front\cast_def_0_9921.jpeg,train,def_front
149,3.16,22.0,data_clean\train\ok_front\cast_ok_0_1708.jpeg,train,data_clean\train\ok_front\cast_ok_0_909.jpeg,train,ok_front
983,3.16,340.0,data_clean\train\ok_front\cast_ok_0_3315.jpeg,train,data_clean\train\ok_front\cast_ok_0_5034.jpeg,train,ok_front
289,3.16,22.0,data_clean\train\ok_front\cast_ok_0_1641.jpeg,train,data_clean\train\ok_front\cast_ok_0_6769.jpeg,train,ok_front
1198,3.17,22.0,data_clean\train\def_front\cast_def_0_3674.jpeg,train,data_clean\train\def_front\cast_def_0_7625.jpeg,train,def_front
63,3.17,352.0,data_clean\train\ok_front\cast_ok_0_350.jpeg,train,data_clean\train\ok_front\cast_ok_0_8044.jpeg,train,ok_front
992,3.17,70.0,data_clean\train\ok_front\cast_ok_0_499.jpeg,train,data_clean\train\ok_front\cast_ok_0_9772.jpeg,train,ok_front
1470,3.17,146.0,data_clean\train\ok_front\cast_ok_0_701.jpeg,train,data_clean\train\ok_front\cast_ok_0_9335.jpeg,train,ok_front
241,3.17,350.0,data_clean\train\def_front\cast_def_0_333.jpeg,train,data_clean\val\def_front\cast_def_0_621.jpeg,val,def_front
1290,3.17,338.0,data_clean\train\ok_front\cast_ok_0_4407.jpeg,train,data_clean\train\ok_front\cast_ok_0_9326.jpeg,train,ok_front
25,3.17,146.0,data_clean\train\ok_front\cast_ok_0_6883.jpeg,train,data_clean\train\ok_front\cast_ok_0_789.jpeg,train,ok_front
309,3.17,12.0,data_clean\train\ok_front\cast_ok_0_3436.jpeg,train,data_clean\train\ok_front\cast_ok_0_8192.jpeg,train,ok_front
550,3.17,26.0,data_clean\train\ok_front\cast_ok_0_1876.jpeg,train,data_clean\train\ok_front\cast_ok_0_792.jpeg,train,ok_front
374,3.17,316.0,data_clean\train\def_front\cast_def_0_422.jpeg,train,data_clean\train\def_front\cast_def_0_9784.jpeg,train,def_front
162,3.17,350.0,data_clean\train\ok_front\cast_ok_0_2152.jpeg,train,data_clean\train\ok_front\cast_ok_0_6200.jpeg,train,ok_front
985,3.17,4.0,data_clean\train\ok_front\cast_ok_0_4246.jpeg,train,data_clean\train\ok_front\cast_ok_0_8857.jpeg,train,ok_front
554,3.17,354.0,data_clean\train\ok_front\cast_ok_0_2502.jpeg,train,data_clean\train\ok_front\cast_ok_0_313.jpeg,train,ok_front
10,3.17,26.0,data_clean\train\def_front\cast_def_0_4018.jpeg,train,data_clean\train\def_front\cast_def_0_7737.jpeg,train,def_front
26,3.17,334.0,data_clean\train\def_front\cast_def_0_2814.jpeg,train,data_clean\train\def_front\cast_def_0_5918.jpeg,train,def_front
649,3.17,0.0,data_clean\train\def_front\cast_def_0_1896.jpeg,train,data_clean\train\def_front\cast_def_0_9138.jpeg,train,def_front
151,3.17,240.0,data_clean\train\ok_front\cast_ok_0_4528.jpeg,train,data_clean\train\ok_front\cast_ok_0_8148.jpeg,train,ok_front
340,3.18,8.0,data_clean\train\ok_front\cast_ok_0_3605.jpeg,train,data_clean\train\ok_front\cast_ok_0_7826.jpeg,train,ok_front
21,3.18,344.0,data_clean\train\ok_front\cast_ok_0_169.jpeg,train,data_clean\train\ok_front\cast_ok_0_9403.jpeg,train,ok_front
,3.18,24.0,data_clean\train\ok_front\cast_ok_0_7606.jpeg,train,data_clean\train\ok_front\cast_ok_0_9488.jpeg,train,ok_front
866,3.18,356.0,data_clean\train\ok_front\cast_ok_0_1158.jpeg,train,data_clean\train\ok_front\cast_ok_0_8810.jpeg,train,ok_front
473,3.18,194.0,data_clean\train\def_front\cast_def_0_6988.jpeg,train,data_clean\train\ok_front\cast_ok_0_4994.jpeg,train,def_front
240,3.18,34.0,data_clean\train\def_front\cast_def_0_4197.jpeg,train,data_clean\train\def_front\cast_def_0_9616.jpeg,train,def_front
743,3.18,138.0,data_clean\train\def_front\cast_def_0_8560.jpeg,train,data_clean\train\def_front\cast_def_0_9843.jpeg,train,def_front
497,3.18,8.0,data_clean\train\ok_front\cast_ok_0_5469.jpeg,train,data_clean\train\ok_front\cast_ok_0_7824.jpeg,train,ok_front
32,3.18,352.0,data_clean\train\def_front\cast_def_0_4855.jpeg,train,data_clean\train\def_front\cast_def_0_9556.jpeg,train,def_front
963,3.18,318.0,data_clean\train\ok_front\cast_ok_0_2665.jpeg,train,data_clean\train\ok_front\cast_ok_0_3557.jpeg,train,ok_front
510,3.18,292.0,data_clean\train\ok_front\cast_ok_0_1493.jpeg,train,data_clean\train\ok_front\cast_ok_0_3285.jpeg,train,ok_front
918,3.18,292.0,data_clean\train\ok_front\cast_ok_0_3578.jpeg,train,data_clean\train\ok_front\cast_ok_0_7854.jpeg,train,ok_front
605,3.18,38.0,data_clean\train\ok_front\cast_ok_0_413.jpeg,train,data_clean\train\ok_front\cast_ok_0_4275.jpeg,train,ok_front
493,3.18,350.0,data_clean\train\ok_front\cast_ok_0_4778.jpeg,train,data_clean\train\ok_front\cast_ok_0_9714.jpeg,train,ok_front
963,3.18,222.0,data_clean\train\ok_front\cast_ok_0_3964.jpeg,train,data_clean\train\ok_front\cast_ok_0_9626.jpeg,train,ok_front
21,3.18,136.0,data_clean\train\ok_front\cast_ok_0_6673.jpeg,train,data_clean\train\ok_front\cast_ok_0_9655.jpeg,train,ok_front
144,3.18,90.0,data_clean\train\ok_front\cast_ok_0_3022.jpeg,train,data_clean\train\ok_front\cast_ok_0_570.jpeg,train,ok_front
64,3.18,270.0,data_clean\train\ok_front\cast_ok_0_3279.jpeg,train,data_clean\train\ok_front\cast_ok_0_7906.jpeg,train,ok_front
1501,3.18,12.0,data_clean\train\def_front\cast_def_0_4083.jpeg,train,data_clean\train\def_front\cast_def_0_6836.jpeg,train,def_front
,3.18,342.0,data_clean\val\ok_front\cast_ok_0_1865.jpeg,val,data_clean\val\ok_front\cast_ok_0_2012.jpeg,val,ok_front
1116,3.18,330.0,data_clean\train\def_front\cast_def_0_2572.jpeg,train,data_clean\train\def_front\cast_def_0_9658.jpeg,train,def_front
905,3.18,4.0,data_clean\train\ok_front\cast_ok_0_1665.jpeg,train,data_clean\train\ok_front\cast_ok_0_9443.jpeg,train,ok_front
58,3.18,180.0,data_clean\train\ok_front\cast_ok_0_2623.jpeg,train,data_clean\train\ok_front\cast_ok_0_7889.jpeg,train,ok_front
6,3.19,330.0,data_clean\train\def_front\cast_def_0_378.jpeg,train,data_clean\train\def_front\cast_def_0_4615.jpeg,train,def_front
278,3.19,246.0,data_clean\train\ok_front\cast_ok_0_284.jpeg,train,data_clean\train\ok_front\cast_ok_0_7045.jpeg,train,ok_front
1188,3.19,334.0,data_clean\train\def_front\cast_def_0_3469.jpeg,train,data_clean\train\def_front\cast_def_0_7896.jpeg,train,def_front
924,3.19,190.0,data_clean\train\ok_front\cast_ok_0_2534.jpeg,train,data_clean\train\ok_front\cast_ok_0_6646.jpeg,train,ok_front
2,3.19,324.0,data_clean\train\ok_front\cast_ok_0_1969.jpeg,train,data_clean\train\ok_front\cast_ok_0_6298.jpeg,train,ok_front
332,3.19,0.0,data_clean\train\ok_front\cast_ok_0_4018.jpeg,train,data_clean\train\ok_front\cast_ok_0_8815.jpeg,train,ok_front
263,3.19,332.0,data_clean\train\ok_front\cast_ok_0_425.jpeg,train,data_clean\train\ok_front\cast_ok_0_9700.jpeg,train,ok_front
1013,3.19,172.0,data_clean\train\ok_front\cast_ok_0_7921.jpeg,train,data_clean\val\ok_front\cast_ok_0_1326.jpeg,val,ok_front
144,3.19,196.0,data_clean\train\ok_front\cast_ok_0_1615.jpeg,train,data_clean\train\ok_front\cast_ok_0_4904.jpeg,train,ok_front
441,3.19,350.0,data_clean\train\def_front\cast_def_0_9854.jpeg,train,data_clean\val\def_front\cast_def_0_181.jpeg,val,def_front
1379,3.19,126.0,data_clean\train\ok_front\cast_ok_0_4199.jpeg,train,data_clean\train\ok_front\cast_ok_0_9256.jpeg,train,ok_front
606,3.19,18.0,data_clean\train\ok_front\cast_ok_0_3274.jpeg,train,data_clean\train\ok_front\cast_ok_0_4830.jpeg,train,ok_front
1324,3.19,104.0,data_clean\train\ok_front\cast_ok_0_4574.jpeg,train,data_clean\train\ok_front\cast_ok_0_8837.jpeg,train,ok_front
1394,3.19,12.0,data_clean\train\ok_front\cast_ok_0_7271.jpeg,train,data_clean\train\ok_front\cast_ok_0_7829.jpeg,train,ok_front
201,3.19,100.0,data_clean\train\def_front\cast_def_0_2588.jpeg,train,data_clean\train\def_front\cast_def_0_5414.jpeg,train,def_front
,3.19,16.0,data_clean\train\def_front\cast_def_0_3228.jpeg,train,data_clean\train\def_front\cast_def_0_89.jpeg,train,def_front
1417,3.19,22.0,data_clean\train\ok_front\cast_ok_0_3758.jpeg,train,data_clean\train\ok_front\cast_ok_0_5023.jpeg,train,ok_front
67,3.19,302.0,data_clean\val\ok_front\cast_ok_0_937.jpeg,val,data_clean\val\ok_front\cast_ok_0_998.jpeg,val,ok_front
876,3.20,322.0,data_clean\train\ok_front\cast_ok_0_1283.jpeg,train,data_clean\train\ok_front\cast_ok_0_8307.jpeg,train,ok_front
918,3.20,292.0,data_clean\train\ok_front\cast_ok_0_7673.jpeg,train,data_clean\train\ok_front\cast_ok_0_7854.jpeg,train,ok_front
675,3.20,180.0,data_clean\train\def_front\cast_def_0_4241.jpeg,train,data_clean\train\def_front\cast_def_0_7241.jpeg,train,def_front
127,3.20,306.0,data_clean\train\ok_front\cast_ok_0_2056.jpeg,train,data_clean\train\ok_front\cast_ok_0_5332.jpeg,train,ok_front
278,3.20,336.0,data_clean\train\ok_front\cast_ok_0_2460.jpeg,train,data_clean\train\ok_front\cast_ok_0_5896.jpeg,train,ok_front
105,3.20,354.0,data_clean\train\def_front\cast_def_0_9254.jpeg,train,data_clean\val\def_front\cast_def_0_485.jpeg,val,def_front
1000,3.20,208.0,data_clean\train\ok_front\cast_ok_0_3770.jpeg,train,data_clean\train\ok_front\cast_ok_0_8118.jpeg,train,ok_front
931,3.20,352.0,data_clean\train\ok_front\cast_ok_0_7188.jpeg,train,data_clean\train\ok_front\cast_ok_0_8834.jpeg,train,ok_front
387,3.20,26.0,data_clean\train\def_front\cast_def_0_1870.jpeg,train,data_clean\train\def_front\cast_def_0_41.jpeg,train,def_front
1343,3.20,334.0,data_clean\train\ok_front\cast_ok_0_1917.jpeg,train,data_clean\train\ok_front\cast_ok_0_3617.jpeg,train,ok_front
964,3.20,284.0,data_clean\train\ok_front\cast_ok_0_5431.jpeg,train,data_clean\train\ok_front\cast_ok_0_9428.jpeg,train,ok_front
291,3.20,340.0,data_clean\train\ok_front\cast_ok_0_5790.jpeg,train,data_clean\val\ok_front\cast_ok_0_7089.jpeg,val,ok_front
190,3.20,344.0,data_clean\train\def_front\cast_def_0_3934.jpeg,train,data_clean\train\def_front\cast_def_0_5369.jpeg,train,def_front
1591,3.20,0.0,data_clean\train\def_front\cast_def_0_3045.jpeg,train,data_clean\train\def_front\cast_def_0_4616.jpeg,train,def_front
525,3.20,24.0,data_clean\train\ok_front\cast_ok_0_6779.jpeg,train,data_clean\val\ok_front\cast_ok_0_1381.jpeg,val,ok_front
608,3.20,32.0,data_clean\train\ok_front\cast_ok_0_8144.jpeg,train,data_clean\val\ok_front\cast_ok_0_9993.jpeg,val,ok_front
265,3.20,162.0,data_clean\train\ok_front\cast_ok_0_5891.jpeg,train,data_clean\train\ok_front\cast_ok_0_9149.jpeg,train,ok_front
1433,3.20,180.0,data_clean\train\ok_front\cast_ok_0_5799.jpeg,train,data_clean\train\ok_front\cast_ok_0_8179.jpeg,train,ok_front
487,3.21,342.0,data_clean\train\ok_front\cast_ok_0_4959.jpeg,train,data_clean\train\ok_front\cast_ok_0_6379.jpeg,train,ok_front
4,3.21,336.0,data_clean\train\ok_front\cast_ok_0_7191.jpeg,train,data_clean\train\ok_front\cast_ok_0_9437.jpeg,train,ok_front
5,3.21,10.0,data_clean\train\def_front\cast_def_0_1315.jpeg,train,data_clean\train\def_front\cast_def_0_9762.jpeg,train,def_front
527,3.21,334.0,data_clean\train\ok_front\cast_ok_0_7054.jpeg,train,data_clean\train\ok_front\cast_ok_0_7901.jpeg,train,ok_front
103,3.21,8.0,data_clean\train\def_front\cast_def_0_8735.jpeg,train,data_clean\train\def_front\cast_def_0_9382.jpeg,train,def_front
38,3.21,340.0,data_clean\train\def_front\cast_def_0_8123.jpeg,train,data_clean\train\def_front\cast_def_0_8820.jpeg,train,def_front
333,3.21,160.0,data_clean\train\ok_front\cast_ok_0_6760.jpeg,train,data_clean\train\ok_front\cast_ok_0_761.jpeg,train,ok_front
1842,3.21,20.0,data_clean\train\ok_front\cast_ok_0_7174.jpeg,train,data_clean\train\ok_front\cast_ok_0_9146.jpeg,train,ok_front
384,3.21,304.0,data_clean\train\def_front\cast_def_0_7609.jpeg,train,data_clean\train\def_front\cast_def_0_9468.jpeg,train,def_front
148,3.21,6.0,data_clean\train\ok_front\cast_ok_0_5007.jpeg,train,data_clean\train\ok_front\cast_ok_0_751.jpeg,train,ok_front
518,3.21,4.0,data_clean\train\ok_front\cast_ok_0_4418.jpeg,train,data_clean\train\ok_front\cast_ok_0_7342.jpeg,train,ok_front
1840,3.21,308.0,data_clean\train\ok_front\cast_ok_0_6874.jpeg,train,data_clean\train\ok_front\cast_ok_0_9363.jpeg,train,ok_front
1910,3.21,332.0,data_clean\train\def_front\cast_def_0_3005.jpeg,train,data_clean\train\def_front\cast_def_0_6548.jpeg,train,def_front
348,3.21,346.0,data_clean\train\ok_front\cast_ok_0_4471.jpeg,train,data_clean\train\ok_front\cast_ok_0_7214.jpeg,train,ok_front
1408,3.21,0.0,data_clean\train\ok_front\cast_ok_0_357.jpeg,train,data_clean\train\ok_front\cast_ok_0_9040.jpeg,train,ok_front
168,3.21,334.0,data_clean\train\ok_front\cast_ok_0_3433.jpeg,train,data_clean\train\ok_front\cast_ok_0_7606.jpeg,train,ok_front
1465,3.21,48.0,data_clean\train\ok_front\cast_ok_0_615.jpeg,train,data_clean\val\ok_front\cast_ok_0_7044.jpeg,val,ok_front
1299,3.22,0.0,data_clean\train\ok_front\cast_ok_0_1294.jpeg,train,data_clean\train\ok_front\cast_ok_0_5635.jpeg,train,ok_front
918,3.22,14.0,data_clean\train\ok_front\cast_ok_0_1745.jpeg,train,data_clean\train\ok_front\cast_ok_0_7673.jpeg,train,ok_front
1012,3.22,42.0,data_clean\train\ok_front\cast_ok_0_7260.jpeg,train,data_clean\train\ok_front\cast_ok_0_9098.jpeg,train,ok_front
155,3.22,50.0,data_clean\train\ok_front\cast_ok_0_1792.jpeg,train,data_clean\train\ok_front\cast_ok_0_3287.jpeg,train,ok_front
69,3.22,288.0,data_clean\train\ok_front\cast_ok_0_507.jpeg,train,data_clean\val\ok_front\cast_ok_0_2829.jpeg,val,ok_front
86,3.22,14.0,data_clean\train\def_front\cast_def_0_5867.jpeg,train,data_clean\train\def_front\cast_def_0_6322.jpeg,train,def_front
319,3.22,14.0,data_clean\train\ok_front\cast_ok_0_2323.jpeg,train,data_clean\train\ok_front\cast_ok_0_4325.jpeg,train,ok_front
1350,3.22,322.0,data_clean\train\ok_front\cast_ok_0_463.jpeg,train,data_clean\train\ok_front\cast_ok_0_6216.jpeg,train,ok_front
25,3.22,18.0,data_clean\train\ok_front\cast_ok_0_4523.jpeg,train,data_clean\train\ok_front\cast_ok_0_6883.jpeg,train,ok_front
15,3.22,316.0,data_clean\train\ok_front\cast_ok_0_2099.jpeg,train,data_clean\train\ok_front\cast_ok_0_2336.jpeg,train,ok_front
232,3.22,18.0,data_clean\train\def_front\cast_def_0_3076.jpeg,train,data_clean\train\def_front\cast_def_0_8328.jpeg,train,def_front
35,3.22,340.0,data_clean\train\def_front\cast_def_0_2501.jpeg,train,data_clean\train\def_front\cast_def_0_6104.jpeg,train,def_front
732,3.22,334.0,data_clean\train\def_front\cast_def_0_2141.jpeg,train,data_clean\train\def_front\cast_def_0_5472.jpeg,train,def_front
,3.22,358.0,data_clean\train\def_front\cast_def_0_7041.jpeg,train,data_clean\train\def_front\cast_def_0_8383.jpeg,train,def_front
904,3.22,60.0,data_clean\train\ok_front\cast_ok_0_1655.jpeg,train,data_clean\train\ok_front\cast_ok_0_2529.jpeg,train,ok_front
863,3.22,56.0,data_clean\train\ok_front\cast_ok_0_1057.jpeg,train,data_clean\train\ok_front\cast_ok_0_4622.jpeg,train,ok_front
1396,3.22,256.0,data_clean\train\ok_front\cast_ok_0_3185.jpeg,train,data_clean\train\ok_front\cast_ok_0_9626.jpeg,train,ok_front
919,3.22,336.0,data_clean\train\ok_front\cast_ok_0_5960.jpeg,train,data_clean\train\ok_front\cast_ok_0_7807.jpeg,train,ok_front
161,3.22,204.0,data_clean\train\ok_front\cast_ok_0_6646.jpeg,train,data_clean\train\ok_front\cast_ok_0_7021.jpeg,train,ok_front
8,3.22,346.0,data_clean\train\ok_front\cast_ok_0_6982.jpeg,train,data_clean\train\ok_front\cast_ok_0_7939.jpeg,train,ok_front
300,3.22,6.0,data_clean\train\ok_front\cast_ok_0_1756.jpeg,train,data_clean\train\ok_front\cast_ok_0_3588.jpeg,train,ok_front
1020,3.22,6.0,data_clean\train\ok_front\cast_ok_0_4752.jpeg,train,data_clean\train\ok_front\cast_ok_0_8498.jpeg,train,ok_front
892,3.22,0.0,data_clean\train\ok_front\cast_ok_0_1549.jpeg,train,data_clean\train\ok_front\cast_ok_0_4896.jpeg,train,ok_front
50,3.22,322.0,data_clean\train\ok_front\cast_ok_0_1674.jpeg,train,data_clean\train\ok_front\cast_ok_0_8042.jpeg,train,ok_front
,3.22,288.0,data_clean\train\ok_front\cast_ok_0_1930.jpeg,train,data_clean\train\ok_front\cast_ok_0_4115.jpeg,train,ok_front
1505,3.23,10.0,data_clean\train\def_front\cast_def_0_1180.jpeg,train,data_clean\train\def_front\cast_def_0_4900.jpeg,train,def_front
,3.23,180.0,data_clean\train\def_front\cast_def_0_8478.jpeg,train,data_clean\train\def_front\cast_def_0_8821.jpeg,train,def_front
756,3.23,38.0,data_clean\train\def_front\cast_def_0_3889.jpeg,train,data_clean\train\def_front\cast_def_0_4349.jpeg,train,def_front
,3.23,22.0,data_clean\train\def_front\cast_def_0_1717.jpeg,train,data_clean\train\def_front\cast_def_0_5032.jpeg,train,def_front
1077,3.23,318.0,data_clean\train\def_front\cast_def_0_1881.jpeg,train,data_clean\train\def_front\cast_def_0_7382.jpeg,train,def_front
1781,3.23,118.0,data_clean\train\ok_front\cast_ok_0_2078.jpeg,train,data_clean\train\ok_front\cast_ok_0_5783.jpeg,train,ok_front
521,3.23,348.0,data_clean\train\ok_front\cast_ok_0_7257.jpeg,train,data_clean\train\ok_front\cast_ok_0_9180.jpeg,train,ok_front
351,3.23,16.0,data_clean\train\ok_front\cast_ok_0_6383.jpeg,train,data_clean\train\ok_front\cast_ok_0_8687.jpeg,train,ok_front
974,3.23,6.0,data_clean\train\ok_front\cast_ok_0_4973.jpeg,train,data_clean\train\ok_front\cast_ok_0_5220.jpeg,train,ok_front
928,3.23,26.0,data_clean\train\ok_front\cast_ok_0_6756.jpeg,train,data_clean\train\ok_front\cast_ok_0_9920.jpeg,train,ok_front
1215,3.23,344.0,data_clean\train\def_front\cast_def_0_4778.jpeg,train,data_clean\train\def_front\cast_def_0_8175.jpeg,train,def_front
61,3.23,0.0,data_clean\train\ok_front\cast_ok_0_4440.jpeg,train,data_clean\train\ok_front\cast_ok_0_8096.jpeg,train,ok_front
833,3.23,338.0,data_clean\train\def_front\cast_def_0_8256.jpeg,train,data_clean\train\def_front\cast_def_0_9878.jpeg,train,def_front
296,3.23,0.0,data_clean\train\ok_front\cast_ok_0_355.jpeg,train,data_clean\val\ok_front\cast_ok_0_5809.jpeg,val,ok_front
631,3.23,190.0,data_clean\train\ok_front\cast_ok_0_4411.jpeg,train,data_clean\train\ok_front\cast_ok_0_805.jpeg,train,ok_front
675,3.23,192.0,data_clean\train\def_front\cast_def_0_4241.jpeg,train,data_clean\train\def_front\cast_def_0_4523.jpeg,train,def_front
47,3.23,214.0,data_clean\train\ok_front\cast_ok_0_5367.jpeg,train,data_clean\train\ok_front\cast_ok_0_7129.jpeg,train,ok_front
85,3.23,38.0,data_clean\train\def_front\cast_def_0_9165.jpeg,train,data_clean\val\def_front\cast_def_0_1392.jpeg,val,def_front
1426,3.23,126.0,data_clean\train\ok_front\cast_ok_0_4006.jpeg,train,data_clean\train\ok_front\cast_ok_0_5915.jpeg,train,ok_front
