file,cluster,distance_to_centre
data_clean\train\def_front\cast_def_0_3385.jpeg,1,92.5140
data_clean\train\def_front\cast_def_0_8459.jpeg,1,92.5400
data_clean\train\def_front\cast_def_0_8671.jpeg,1,92.9647
data_clean\train\def_front\cast_def_0_6531.jpeg,1,93.4132
data_clean\train\def_front\cast_def_0_7030.jpeg,1,93.6144
data_clean\train\def_front\cast_def_0_7789.jpeg,1,93.7656
data_clean\train\def_front\cast_def_0_9445.jpeg,1,93.9350
data_clean\train\def_front\cast_def_0_4968.jpeg,1,94.0295
data_clean\train\def_front\cast_def_0_1169.jpeg,1,94.3260
data_clean\train\def_front\cast_def_0_8846.jpeg,1,94.3294
data_clean\train\def_front\cast_def_0_2015.jpeg,1,94.3669
data_clean\train\def_front\cast_def_0_5244.jpeg,1,94.4102
data_clean\train\def_front\cast_def_0_6339.jpeg,1,94.6948
data_clean\train\def_front\cast_def_0_6634.jpeg,1,94.9671
data_clean\train\def_front\cast_def_0_4792.jpeg,1,95.0691
data_clean\train\def_front\cast_def_0_4069.jpeg,1,95.2264
data_clean\train\def_front\cast_def_0_1999.jpeg,1,95.6497
data_clean\train\def_front\cast_def_0_7739.jpeg,1,95.7941
data_clean\train\def_front\cast_def_0_7754.jpeg,1,95.8325
data_clean\train\def_front\cast_def_0_2889.jpeg,1,95.8504
data_clean\train\def_front\cast_def_0_9446.jpeg,1,95.8974
data_clean\train\def_front\cast_def_0_6155.jpeg,1,96.1173
data_clean\train\def_front\cast_def_0_9631.jpeg,1,96.1739
data_clean\val\def_front\cast_def_0_591.jpeg,1,96.5614
data_clean\train\def_front\cast_def_0_8626.jpeg,1,96.6737
data_clean\train\def_front\cast_def_0_8101.jpeg,1,96.7133
data_clean\train\def_front\cast_def_0_3253.jpeg,1,96.7573
data_clean\train\def_front\cast_def_0_5210.jpeg,1,96.9252
data_clean\val\def_front\cast_def_0_2514.jpeg,1,97.2472
data_clean\train\def_front\cast_def_0_1693.jpeg,1,97.4888
data_clean\train\def_front\cast_def_0_4685.jpeg,1,97.6787
data_clean\train\def_front\cast_def_0_4994.jpeg,1,97.6872
data_clean\train\def_front\cast_def_0_3488.jpeg,1,97.8640
data_clean\train\def_front\cast_def_0_571.jpeg,1,97.9485
data_clean\train\def_front\cast_def_0_9753.jpeg,1,98.2003
data_clean\train\def_front\cast_def_0_2195.jpeg,1,98.2673
data_clean\train\def_front\cast_def_0_6832.jpeg,1,98.3165
data_clean\train\def_front\cast_def_0_1212.jpeg,1,98.5306
data_clean\train\def_front\cast_def_0_1734.jpeg,1,98.5410
data_clean\train\def_front\cast_def_0_7565.jpeg,1,98.7930
data_clean\train\def_front\cast_def_0_6234.jpeg,1,98.7988
data_clean\train\def_front\cast_def_0_415.jpeg,1,98.9785
data_clean\train\def_front\cast_def_0_5549.jpeg,1,99.0032
data_clean\train\def_front\cast_def_0_8099.jpeg,1,99.6512
data_clean\train\def_front\cast_def_0_4064.jpeg,1,99.7842
data_clean\train\def_front\cast_def_0_9285.jpeg,1,99.8737
data_clean\train\def_front\cast_def_0_3701.jpeg,1,100.1350
data_clean\train\def_front\cast_def_0_2225.jpeg,1,100.1541
data_clean\train\def_front\cast_def_0_7303.jpeg,1,100.2301
data_clean\train\def_front\cast_def_0_9876.jpeg,1,100.3189
data_clean\val\def_front\cast_def_0_1685.jpeg,1,100.4109
data_clean\train\def_front\cast_def_0_4741.jpeg,1,100.4904
data_clean\train\def_front\cast_def_0_6551.jpeg,1,100.5984
data_clean\val\def_front\new__0_3539.jpeg,1,100.7053
data_clean\train\def_front\cast_def_0_4586.jpeg,1,100.7985
data_clean\val\def_front\cast_def_0_2375.jpeg,1,101.4232
data_clean\val\def_front\cast_def_0_849.jpeg,1,101.4373
data_clean\val\def_front\cast_def_0_1421.jpeg,1,101.8640
data_clean\train\def_front\cast_def_0_5542.jpeg,1,102.0573
data_clean\train\def_front\cast_def_0_4008.jpeg,1,102.0821
data_clean\train\def_front\cast_def_0_8213.jpeg,1,102.2717
data_clean\train\def_front\cast_def_0_6104.jpeg,1,102.2932
data_clean\train\def_front\cast_def_0_2150.jpeg,1,102.4122
data_clean\train\def_front\cast_def_0_5233.jpeg,1,102.4506
data_clean\train\def_front\cast_def_0_6791.jpeg,1,102.5478
data_clean\train\def_front\cast_def_0_3799.jpeg,1,102.7301
data_clean\train\def_front\cast_def_0_4288.jpeg,1,102.8774
data_clean\train\def_front\cast_def_0_5333.jpeg,1,102.9360
data_clean\train\def_front\cast_def_0_8606.jpeg,1,102.9714
data_clean\train\def_front\cast_def_0_8265.jpeg,1,103.1647
data_clean\train\def_front\cast_def_0_8999.jpeg,1,103.2328
data_clean\train\def_front\cast_def_0_6908.jpeg,1,103.5633
data_clean\train\def_front\cast_def_0_3836.jpeg,1,103.6011
data_clean\train\def_front\cast_def_0_3436.jpeg,1,103.7694
data_clean\train\def_front\cast_def_0_6153.jpeg,1,104.0634
data_clean\train\def_front\cast_def_0_4218.jpeg,1,104.2222
data_clean\train\def_front\cast_def_0_7977.jpeg,1,104.3060
data_clean\train\def_front\cast_def_0_5321.jpeg,1,104.4535
data_clean\train\def_front\cast_def_0_6741.jpeg,1,104.5331
data_clean\train\def_front\cast_def_0_1305.jpeg,1,104.5362
data_clean\train\def_front\cast_def_0_7134.jpeg,1,105.0146
data_clean\train\def_front\cast_def_0_4422.jpeg,1,105.0523
data_clean\train\def_front\cast_def_0_5389.jpeg,1,105.1273
data_clean\train\def_front\cast_def_0_503.jpeg,1,105.1294
data_clean\train\def_front\cast_def_0_8298.jpeg,1,105.2618
data_clean\train\def_front\cast_def_0_3777.jpeg,1,105.8635
data_clean\train\def_front\cast_def_0_9947.jpeg,1,105.8833
data_clean\train\def_front\cast_def_0_8837.jpeg,1,105.9081
data_clean\train\def_front\cast_def_0_3893.jpeg,1,106.0736
data_clean\train\def_front\cast_def_0_8730.jpeg,1,106.1340
data_clean\train\def_front\cast_def_0_8071.jpeg,1,106.2114
data_clean\train\def_front\cast_def_0_8066.jpeg,1,106.3425
data_clean\train\def_front\cast_def_0_2843.jpeg,1,106.3665
data_clean\train\def_front\cast_def_0_9386.jpeg,1,106.7065
data_clean\train\def_front\cast_def_0_7495.jpeg,1,106.7081
data_clean\train\def_front\cast_def_0_7625.jpeg,1,106.8308
data_clean\train\def_front\cast_def_0_5982.jpeg,1,107.1445
data_clean\train\def_front\cast_def_0_6410.jpeg,1,107.6428
data_clean\train\def_front\cast_def_0_6360.jpeg,1,107.6873
data_clean\train\def_front\cast_def_0_6653.jpeg,1,107.7895
data_clean\train\def_front\cast_def_0_9865.jpeg,1,108.0707
data_clean\train\def_front\cast_def_0_9444.jpeg,1,108.0906
data_clean\val\def_front\new__0_1339.jpeg,1,108.2075
data_clean\train\def_front\cast_def_0_8737.jpeg,1,108.3751
data_clean\train\def_front\cast_def_0_2390.jpeg,1,108.4430
data_clean\train\def_front\cast_def_0_7709.jpeg,1,109.0075
data_clean\train\def_front\cast_def_0_422.jpeg,1,109.0985
data_clean\train\def_front\cast_def_0_3450.jpeg,1,109.1062
data_clean\train\def_front\cast_def_0_7041.jpeg,1,109.2148
data_clean\train\def_front\cast_def_0_2161.jpeg,1,109.2204
data_clean\val\def_front\cast_def_0_26.jpeg,1,109.2975
data_clean\train\def_front\cast_def_0_9454.jpeg,1,109.6322
data_clean\val\def_front\cast_def_0_1291.jpeg,1,109.6927
data_clean\train\def_front\cast_def_0_3345.jpeg,1,110.0384
data_clean\val\def_front\cast_def_0_148.jpeg,1,110.1515
data_clean\train\def_front\cast_def_0_4143.jpeg,1,110.2359
data_clean\train\def_front\cast_def_0_5148.jpeg,1,110.2788
data_clean\train\def_front\cast_def_0_7159.jpeg,1,110.3885
data_clean\train\def_front\cast_def_0_320.jpeg,1,110.4169
data_clean\train\def_front\cast_def_0_1406.jpeg,1,110.4623
data_clean\val\def_front\cast_def_0_1394.jpeg,1,110.5822
data_clean\train\def_front\cast_def_0_8218.jpeg,1,110.8906
data_clean\train\def_front\cast_def_0_8294.jpeg,1,111.0182
data_clean\train\def_front\cast_def_0_8786.jpeg,1,111.0877
data_clean\train\def_front\cast_def_0_5786.jpeg,1,111.4073
data_clean\train\def_front\cast_def_0_50.jpeg,1,111.5273
data_clean\train\def_front\cast_def_0_5392.jpeg,1,111.8162
data_clean\val\def_front\cast_def_0_1215.jpeg,1,111.9117
data_clean\train\def_front\cast_def_0_6420.jpeg,1,111.9392
data_clean\train\def_front\cast_def_0_4841.jpeg,1,112.0352
data_clean\train\def_front\cast_def_0_7063.jpeg,1,112.0526
data_clean\train\def_front\cast_def_0_9144.jpeg,1,112.0565
data_clean\train\def_front\cast_def_0_8351.jpeg,1,112.0876
data_clean\train\def_front\cast_def_0_1279.jpeg,1,112.3816
data_clean\train\def_front\cast_def_0_8527.jpeg,1,112.4348
data_clean\train\def_front\cast_def_0_8827.jpeg,1,112.7290
data_clean\train\def_front\cast_def_0_4506.jpeg,1,112.9490
data_clean\train\def_front\cast_def_0_4262.jpeg,1,112.9782
data_clean\train\def_front\cast_def_0_2059.jpeg,1,113.1166
data_clean\train\def_front\cast_def_0_5062.jpeg,1,113.4654
data_clean\train\def_front\cast_def_0_6778.jpeg,1,113.5703
data_clean\train\def_front\cast_def_0_5688.jpeg,1,113.5899
data_clean\train\def_front\cast_def_0_7288.jpeg,1,113.6729
data_clean\val\def_front\cast_def_0_1388.jpeg,1,113.6745
data_clean\train\def_front\cast_def_0_6040.jpeg,1,114.0199
data_clean\train\def_front\cast_def_0_6349.jpeg,1,114.4920
data_clean\train\def_front\cast_def_0_4921.jpeg,1,114.5094
data_clean\train\def_front\cast_def_0_815.jpeg,1,114.5096
data_clean\train\def_front\cast_def_0_4899.jpeg,1,114.7387
data_clean\train\def_front\cast_def_0_6462.jpeg,1,114.7844
data_clean\train\def_front\cast_def_0_9545.jpeg,1,115.0571
data_clean\train\def_front\cast_def_0_8383.jpeg,1,115.1982
data_clean\train\def_front\cast_def_0_3625.jpeg,1,115.2116
data_clean\val\def_front\new__0_3476.jpeg,1,115.4159
data_clean\train\def_front\cast_def_0_339.jpeg,1,115.6048
data_clean\train\def_front\cast_def_0_2257.jpeg,1,115.7437
data_clean\train\def_front\cast_def_0_2144.jpeg,1,115.7686
data_clean\train\def_front\cast_def_0_7215.jpeg,1,115.7698
data_clean\train\def_front\cast_def_0_6878.jpeg,1,115.8708
data_clean\train\def_front\cast_def_0_4518.jpeg,1,115.9235
data_clean\val\def_front\new__0_6647.jpeg,1,116.0292
data_clean\train\def_front\cast_def_0_8819.jpeg,1,116.3640
data_clean\train\def_front\cast_def_0_4084.jpeg,1,116.4400
data_clean\train\def_front\cast_def_0_2378.jpeg,1,116.4817
data_clean\train\def_front\cast_def_0_7656.jpeg,1,117.0475
data_clean\train\def_front\cast_def_0_4919.jpeg,1,117.0863
data_clean\train\def_front\cast_def_0_7818.jpeg,1,117.1183
data_clean\train\def_front\cast_def_0_3128.jpeg,1,117.5232
data_clean\train\def_front\cast_def_0_5534.jpeg,1,117.5971
data_clean\train\def_front\cast_def_0_9838.jpeg,1,117.6668
data_clean\train\def_front\cast_def_0_6596.jpeg,1,117.7431
data_clean\train\def_front\cast_def_0_9920.jpeg,1,117.8240
data_clean\train\def_front\cast_def_0_5917.jpeg,1,117.9100
data_clean\train\def_front\cast_def_0_7640.jpeg,1,117.9894
data_clean\train\def_front\cast_def_0_9204.jpeg,1,118.1378
data_clean\val\def_front\new__0_8737.jpeg,1,118.2954
data_clean\train\def_front\cast_def_0_3684.jpeg,1,118.5937
data_clean\val\def_front\cast_def_0_2486.jpeg,1,118.7148
data_clean\train\def_front\cast_def_0_8411.jpeg,1,118.7938
data_clean\train\def_front\cast_def_0_3328.jpeg,1,118.9681
data_clean\val\def_front\cast_def_0_2551.jpeg,1,119.2603
data_clean\val\def_front\cast_def_0_2553.jpeg,1,119.8586
data_clean\train\def_front\cast_def_0_3845.jpeg,1,120.0528
data_clean\train\def_front\cast_def_0_2529.jpeg,1,120.1780
data_clean\val\def_front\cast_def_0_1528.jpeg,1,120.1891
data_clean\train\def_front\cast_def_0_4075.jpeg,1,120.3456
data_clean\train\def_front\cast_def_0_6628.jpeg,1,120.7127
data_clean\train\def_front\cast_def_0_7692.jpeg,1,120.7521
data_clean\train\def_front\cast_def_0_873.jpeg,1,120.8122
data_clean\train\def_front\cast_def_0_2056.jpeg,1,120.8276
data_clean\val\def_front\cast_def_0_7.jpeg,1,120.8472
data_clean\val\def_front\cast_def_0_40.jpeg,1,120.8851
data_clean\train\def_front\cast_def_0_2798.jpeg,1,120.9518
data_clean\train\def_front\cast_def_0_2368.jpeg,1,120.9710
data_clean\train\def_front\cast_def_0_9381.jpeg,1,121.3139
data_clean\train\def_front\cast_def_0_9115.jpeg,1,121.3169
data_clean\train\def_front\cast_def_0_56.jpeg,1,121.4070
data_clean\train\def_front\cast_def_0_3716.jpeg,1,121.4994
data_clean\train\def_front\cast_def_0_7765.jpeg,1,121.5954
data_clean\train\def_front\cast_def_0_2960.jpeg,1,121.6996
data_clean\train\def_front\cast_def_0_186.jpeg,1,121.7364
data_clean\train\def_front\cast_def_0_9805.jpeg,1,121.8033
data_clean\train\def_front\cast_def_0_8924.jpeg,1,121.9706
data_clean\train\def_front\cast_def_0_8448.jpeg,1,122.0525
data_clean\train\def_front\cast_def_0_2491.jpeg,1,122.0934
data_clean\val\def_front\cast_def_0_197.jpeg,1,122.2220
data_clean\train\def_front\cast_def_0_8094.jpeg,1,122.2444
data_clean\train\def_front\cast_def_0_4978.jpeg,1,122.2608
data_clean\train\def_front\cast_def_0_7015.jpeg,1,122.3935
data_clean\val\def_front\cast_def_0_1474.jpeg,1,122.5079
data_clean\train\def_front\cast_def_0_3677.jpeg,1,122.6943
data_clean\train\def_front\cast_def_0_4690.jpeg,1,122.7168
data_clean\train\def_front\cast_def_0_650.jpeg,1,122.8570
data_clean\train\def_front\cast_def_0_1951.jpeg,1,122.9223
data_clean\train\def_front\cast_def_0_8306.jpeg,1,123.0192
data_clean\train\def_front\cast_def_0_9196.jpeg,1,123.7205
data_clean\train\def_front\cast_def_0_8488.jpeg,1,123.8990
data_clean\val\def_front\cast_def_0_1583.jpeg,1,124.0495
data_clean\train\def_front\cast_def_0_5362.jpeg,1,124.0731
data_clean\train\def_front\cast_def_0_7105.jpeg,1,124.2720
data_clean\train\def_front\cast_def_0_4023.jpeg,1,124.3432
data_clean\train\def_front\cast_def_0_2948.jpeg,1,124.3787
data_clean\train\def_front\cast_def_0_754.jpeg,1,124.4986
data_clean\val\def_front\cast_def_0_1505.jpeg,1,124.5126
data_clean\train\def_front\cast_def_0_2081.jpeg,1,124.6183
data_clean\train\def_front\cast_def_0_3245.jpeg,1,125.0606
data_clean\train\def_front\cast_def_0_6283.jpeg,1,125.1013
data_clean\train\def_front\cast_def_0_5125.jpeg,1,125.6503
data_clean\train\def_front\cast_def_0_5865.jpeg,1,125.7415
data_clean\train\def_front\cast_def_0_8555.jpeg,1,126.2970
data_clean\train\def_front\cast_def_0_4912.jpeg,1,126.3179
data_clean\train\def_front\cast_def_0_5284.jpeg,1,126.3304
data_clean\train\def_front\cast_def_0_7734.jpeg,1,126.4099
data_clean\train\def_front\cast_def_0_7482.jpeg,1,126.5316
data_clean\train\def_front\cast_def_0_633.jpeg,1,126.8856
data_clean\train\def_front\cast_def_0_9673.jpeg,1,126.8940
data_clean\train\def_front\cast_def_0_7771.jpeg,1,126.9856
data_clean\train\def_front\cast_def_0_2004.jpeg,1,126.9870
data_clean\train\def_front\cast_def_0_1038.jpeg,1,127.1673
data_clean\train\def_front\cast_def_0_6870.jpeg,1,127.4369
data_clean\train\def_front\cast_def_0_811.jpeg,1,127.4941
data_clean\train\def_front\cast_def_0_4435.jpeg,1,127.8449
data_clean\val\def_front\new__0_5164.jpeg,1,127.8785
data_clean\train\def_front\cast_def_0_6181.jpeg,1,128.0533
data_clean\train\def_front\cast_def_0_7622.jpeg,1,128.1872
data_clean\train\def_front\cast_def_0_3392.jpeg,1,128.2015
data_clean\val\def_front\cast_def_0_1323.jpeg,1,128.3155
data_clean\train\def_front\cast_def_0_5471.jpeg,1,128.4078
data_clean\val\def_front\new__0_5231.jpeg,1,128.4263
data_clean\train\def_front\cast_def_0_2625.jpeg,1,128.4417
data_clean\train\def_front\cast_def_0_5992.jpeg,1,128.6643
data_clean\train\def_front\cast_def_0_2964.jpeg,1,128.8498
data_clean\train\def_front\cast_def_0_5385.jpeg,1,129.1292
data_clean\train\def_front\cast_def_0_1133.jpeg,1,129.2233
data_clean\train\def_front\cast_def_0_794.jpeg,1,129.4415
data_clean\train\def_front\cast_def_0_1886.jpeg,1,129.4582
data_clean\train\def_front\cast_def_0_9275.jpeg,1,129.5781
data_clean\train\def_front\cast_def_0_2643.jpeg,1,130.1851
data_clean\train\def_front\cast_def_0_7704.jpeg,1,130.4036
data_clean\train\def_front\cast_def_0_5300.jpeg,1,130.4205
data_clean\train\def_front\cast_def_0_5308.jpeg,1,131.5727
data_clean\train\def_front\cast_def_0_9929.jpeg,1,132.2773
data_clean\train\def_front\cast_def_0_5255.jpeg,1,132.5001
data_clean\val\def_front\new__0_1353.jpeg,1,132.7155
data_clean\train\def_front\cast_def_0_2551.jpeg,1,132.8516
data_clean\train\def_front\cast_def_0_4200.jpeg,1,132.8984
data_clean\val\def_front\cast_def_0_1376.jpeg,1,132.9191
data_clean\val\def_front\new__0_3973.jpeg,1,132.9509
data_clean\train\def_front\cast_def_0_753.jpeg,1,133.0438
data_clean\train\def_front\cast_def_0_3074.jpeg,1,133.3543
data_clean\train\def_front\cast_def_0_837.jpeg,1,133.3698
data_clean\train\def_front\cast_def_0_399.jpeg,1,133.4092
data_clean\train\def_front\cast_def_0_8715.jpeg,1,133.4663
data_clean\train\def_front\cast_def_0_8105.jpeg,1,133.4694
data_clean\train\def_front\cast_def_0_5431.jpeg,1,133.7618
data_clean\train\def_front\cast_def_0_5153.jpeg,1,133.8673
data_clean\train\def_front\cast_def_0_1770.jpeg,1,133.9682
data_clean\train\def_front\cast_def_0_1946.jpeg,1,134.0449
data_clean\train\def_front\cast_def_0_7076.jpeg,1,134.2711
data_clean\train\def_front\cast_def_0_2371.jpeg,1,134.3939
data_clean\train\def_front\cast_def_0_6018.jpeg,1,135.1083
data_clean\train\def_front\cast_def_0_3698.jpeg,1,135.4953
data_clean\val\def_front\cast_def_0_616.jpeg,1,135.5708
data_clean\train\def_front\cast_def_0_8240.jpeg,1,135.9003
data_clean\val\def_front\cast_def_0_1677.jpeg,1,135.9427
data_clean\train\def_front\cast_def_0_6382.jpeg,1,135.9633
data_clean\train\def_front\cast_def_0_9438.jpeg,1,136.0668
data_clean\train\def_front\cast_def_0_4237.jpeg,1,136.1827
data_clean\train\def_front\cast_def_0_9637.jpeg,1,136.3603
data_clean\train\def_front\cast_def_0_6029.jpeg,1,136.4828
data_clean\train\def_front\cast_def_0_8735.jpeg,1,136.5127
data_clean\train\def_front\cast_def_0_4923.jpeg,1,136.5715
data_clean\train\def_front\cast_def_0_5480.jpeg,1,136.9037
data_clean\train\def_front\cast_def_0_5218.jpeg,1,137.0882
data_clean\train\def_front\cast_def_0_7970.jpeg,1,137.3103
data_clean\val\def_front\cast_def_0_1571.jpeg,1,137.3212
data_clean\train\def_front\cast_def_0_6197.jpeg,1,137.3815
data_clean\train\def_front\cast_def_0_7222.jpeg,1,137.6351
data_clean\train\def_front\cast_def_0_4369.jpeg,1,137.8803
data_clean\train\def_front\cast_def_0_5352.jpeg,1,137.9016
data_clean\train\def_front\cast_def_0_376.jpeg,1,137.9401
data_clean\train\def_front\cast_def_0_8752.jpeg,1,138.1831
data_clean\train\def_front\cast_def_0_9009.jpeg,1,138.3109
data_clean\train\def_front\cast_def_0_5248.jpeg,1,138.3420
data_clean\train\def_front\cast_def_0_3590.jpeg,1,138.4896
data_clean\train\def_front\cast_def_0_7304.jpeg,1,138.5676
data_clean\train\def_front\cast_def_0_8761.jpeg,1,138.7324
data_clean\train\def_front\cast_def_0_880.jpeg,1,138.7396
data_clean\train\def_front\cast_def_0_5475.jpeg,1,138.7669
data_clean\train\def_front\cast_def_0_5437.jpeg,1,138.9821
data_clean\val\def_front\cast_def_0_4134.jpeg,1,139.2748
data_clean\train\def_front\cast_def_0_5491.jpeg,1,139.3495
data_clean\train\def_front\cast_def_0_7929.jpeg,1,139.5614
data_clean\train\def_front\cast_def_0_6986.jpeg,1,139.7201
data_clean\train\def_front\cast_def_0_4427.jpeg,1,140.1955
data_clean\train\def_front\cast_def_0_9238.jpeg,1,140.2034
data_clean\train\def_front\cast_def_0_6862.jpeg,1,140.2832
data_clean\train\def_front\cast_def_0_9610.jpeg,1,140.3589
data_clean\train\def_front\cast_def_0_4334.jpeg,1,140.5114
data_clean\train\def_front\cast_def_0_9502.jpeg,1,140.8484
data_clean\val\def_front\cast_def_0_4175.jpeg,1,141.0918
data_clean\train\def_front\cast_def_0_9528.jpeg,1,141.3355
data_clean\train\def_front\cast_def_0_7012.jpeg,1,141.3527
data_clean\train\def_front\cast_def_0_914.jpeg,1,141.5130
data_clean\train\def_front\cast_def_0_4227.jpeg,1,141.6538
data_clean\train\def_front\cast_def_0_8751.jpeg,1,141.7726
data_clean\train\def_front\cast_def_0_402.jpeg,1,142.1654
data_clean\train\def_front\cast_def_0_9020.jpeg,1,142.1907
data_clean\train\def_front\cast_def_0_5978.jpeg,1,142.2697
data_clean\train\def_front\cast_def_0_9553.jpeg,1,142.4347
data_clean\train\def_front\cast_def_0_9517.jpeg,1,142.4426
data_clean\train\def_front\cast_def_0_7770.jpeg,1,142.5373
data_clean\train\def_front\cast_def_0_2611.jpeg,1,142.6396
data_clean\train\def_front\cast_def_0_6913.jpeg,1,142.7924
data_clean\train\def_front\cast_def_0_3965.jpeg,1,143.3062
data_clean\train\def_front\cast_def_0_3217.jpeg,1,143.4381
data_clean\train\def_front\cast_def_0_7618.jpeg,1,143.8539
data_clean\train\def_front\cast_def_0_606.jpeg,1,144.0236
data_clean\train\def_front\cast_def_0_8571.jpeg,1,144.2854
data_clean\train\def_front\cast_def_0_7574.jpeg,1,144.4155
data_clean\train\def_front\cast_def_0_2432.jpeg,1,144.4577
data_clean\train\def_front\cast_def_0_3236.jpeg,1,144.4692
data_clean\train\def_front\cast_def_0_2404.jpeg,1,144.6339
data_clean\train\def_front\cast_def_0_9861.jpeg,1,145.1269
data_clean\train\def_front\cast_def_0_6614.jpeg,1,145.2746
data_clean\val\def_front\cast_def_0_7596.jpeg,1,145.2944
data_clean\train\def_front\cast_def_0_3274.jpeg,1,145.3689
data_clean\train\def_front\cast_def_0_2060.jpeg,1,145.4603
data_clean\train\def_front\cast_def_0_8728.jpeg,1,145.5089
data_clean\train\def_front\cast_def_0_4606.jpeg,1,145.6619
data_clean\train\def_front\cast_def_0_569.jpeg,1,146.1774
data_clean\train\def_front\cast_def_0_3130.jpeg,1,146.1835
data_clean\train\def_front\cast_def_0_6833.jpeg,1,146.2394
data_clean\train\def_front\cast_def_0_6671.jpeg,1,146.3745
data_clean\train\def_front\cast_def_0_8706.jpeg,1,146.3813
data_clean\train\def_front\cast_def_0_7032.jpeg,1,146.4327
data_clean\train\def_front\cast_def_0_9924.jpeg,1,146.4720
data_clean\train\def_front\cast_def_0_6435.jpeg,1,146.4960
data_clean\train\def_front\cast_def_0_4328.jpeg,1,146.6046
data_clean\val\def_front\cast_def_0_648.jpeg,1,146.6109
data_clean\train\def_front\cast_def_0_8950.jpeg,1,146.7865
data_clean\train\def_front\cast_def_0_3725.jpeg,1,147.0931
data_clean\train\def_front\cast_def_0_6631.jpeg,1,147.1594
data_clean\train\def_front\cast_def_0_1754.jpeg,1,147.1604
data_clean\val\def_front\cast_def_0_496.jpeg,1,147.3024
data_clean\train\def_front\cast_def_0_6554.jpeg,1,147.4629
data_clean\val\def_front\new__0_2055.jpeg,1,147.5015
data_clean\train\def_front\cast_def_0_3228.jpeg,1,147.5338
data_clean\train\def_front\cast_def_0_877.jpeg,1,147.6488
data_clean\train\def_front\cast_def_0_1254.jpeg,1,147.6725
data_clean\val\def_front\cast_def_0_486.jpeg,1,147.9189
data_clean\train\def_front\cast_def_0_4457.jpeg,1,148.4517
data_clean\train\def_front\cast_def_0_9945.jpeg,1,148.5204
data_clean\train\def_front\cast_def_0_8121.jpeg,1,148.7625
data_clean\train\def_front\cast_def_0_2264.jpeg,1,148.7649
data_clean\train\def_front\cast_def_0_9500.jpeg,1,148.9564
data_clean\train\def_front\cast_def_0_5997.jpeg,1,149.0268
data_clean\train\def_front\cast_def_0_6052.jpeg,1,149.1051
data_clean\train\def_front\cast_def_0_8349.jpeg,1,149.2347
data_clean\train\def_front\cast_def_0_6571.jpeg,1,149.2951
data_clean\train\def_front\cast_def_0_9111.jpeg,1,149.4715
data_clean\val\def_front\cast_def_0_1511.jpeg,1,149.5120
data_clean\train\def_front\cast_def_0_19.jpeg,1,150.2238
data_clean\val\def_front\cast_def_0_1136.jpeg,1,150.2797
data_clean\train\def_front\cast_def_0_3199.jpeg,1,150.6211
data_clean\train\def_front\cast_def_0_9322.jpeg,1,150.6961
data_clean\train\def_front\cast_def_0_380.jpeg,1,150.7133
data_clean\train\def_front\cast_def_0_9661.jpeg,1,150.7875
data_clean\train\def_front\cast_def_0_5938.jpeg,1,151.2737
data_clean\train\def_front\cast_def_0_8455.jpeg,1,151.3382
data_clean\train\def_front\cast_def_0_2075.jpeg,1,151.4487
data_clean\train\def_front\cast_def_0_120.jpeg,1,151.5890
data_clean\train\def_front\cast_def_0_9191.jpeg,1,152.4378
data_clean\train\def_front\cast_def_0_3568.jpeg,1,152.4642
data_clean\train\def_front\cast_def_0_8252.jpeg,1,152.9213
data_clean\train\def_front\cast_def_0_7204.jpeg,1,153.2141
data_clean\train\def_front\cast_def_0_1988.jpeg,1,153.2892
data_clean\train\def_front\cast_def_0_6378.jpeg,1,153.5490
data_clean\train\def_front\cast_def_0_3261.jpeg,1,153.6273
data_clean\train\def_front\cast_def_0_9519.jpeg,1,153.8560
data_clean\train\def_front\cast_def_0_130.jpeg,1,153.8736
data_clean\train\def_front\cast_def_0_9248.jpeg,1,154.0931
data_clean\train\def_front\cast_def_0_7069.jpeg,1,154.0944
data_clean\train\def_front\cast_def_0_8723.jpeg,1,154.2354
data_clean\train\def_front\cast_def_0_7091.jpeg,1,154.6133
data_clean\train\def_front\cast_def_0_4323.jpeg,1,154.6988
data_clean\train\def_front\cast_def_0_6991.jpeg,1,154.7575
data_clean\train\def_front\cast_def_0_3679.jpeg,1,154.8103
data_clean\train\def_front\cast_def_0_9564.jpeg,1,154.8484
data_clean\val\def_front\cast_def_0_1453.jpeg,1,154.9025
data_clean\train\def_front\cast_def_0_7859.jpeg,1,154.9201
data_clean\train\def_front\cast_def_0_8180.jpeg,1,155.0689
data_clean\train\def_front\cast_def_0_915.jpeg,1,155.1467
data_clean\train\def_front\cast_def_0_6208.jpeg,1,155.2140
data_clean\train\def_front\cast_def_0_670.jpeg,1,155.2767
data_clean\train\def_front\cast_def_0_3899.jpeg,1,155.3817
data_clean\train\def_front\cast_def_0_8083.jpeg,1,155.6577
data_clean\train\def_front\cast_def_0_3617.jpeg,1,155.7055
data_clean\train\def_front\cast_def_0_2624.jpeg,1,155.8993
data_clean\train\def_front\cast_def_0_6143.jpeg,1,156.0311
data_clean\train\def_front\cast_def_0_3609.jpeg,1,156.0755
data_clean\train\def_front\cast_def_0_9208.jpeg,1,156.2231
data_clean\train\def_front\cast_def_0_6875.jpeg,1,156.3758
data_clean\train\def_front\cast_def_0_5533.jpeg,1,156.5586
data_clean\train\def_front\cast_def_0_5911.jpeg,1,156.7447
data_clean\train\def_front\cast_def_0_898.jpeg,1,156.7994
